,yDistance,xDistance,theta,width,height,centerX,centerY,aspectRatio,heightRatio,yDiff
951,70,40,20,191.80145263671875,105.38034057617188,-32.900726318359375,-86.60453796386719,1.8200876712799072,1.2027027027027026,17
952,70,40,20,190.82455444335938,105.44392395019531,-32.41229248046875,-86.27802276611328,1.8097255229949951,1.2191780821917808,16
953,70,40,20,192.93731689453125,107.69256591796875,-32.468658447265625,-86.99185180664062,1.791556477546692,1.2,17
954,70,40,20,191.67578125,105.08564758300781,-32.837890625,-86.45719146728516,1.82399582862854,1.2027027027027026,17
955,70,40,20,191.6936798095703,105.81318664550781,-31.8468017578125,-86.09342193603516,1.8116236925125122,1.2162162162162162,16
956,70,40,25,186.751953125,112.90962219238281,26.623992919921875,-85.4717025756836,1.6539950370788574,1.1866666666666668,23
957,70,40,25,191.48460388183594,113.1255111694336,24.2576904296875,-85.62457275390625,1.692673921585083,1.1866666666666668,24
958,70,40,25,191.9230499267578,113.53384399414062,25.038482666015625,-85.38693237304688,1.6904479265213013,1.1842105263157894,24
959,70,40,25,191.6135711669922,113.48834228515625,25.19317626953125,-85.396240234375,1.6883987188339233,1.2162162162162162,24
960,70,40,25,187.83843994140625,113.34771728515625,27.080780029296875,-85.28683471679688,1.6571877002716064,1.2,23
961,70,40,30,191.89889526367188,117.97169494628906,64.050537109375,-82.61527252197266,1.6266520023345947,1.2133333333333334,27
962,70,40,30,191.44705200195312,117.49497985839844,64.27642822265625,-82.8054428100586,1.629406213760376,1.2,27
963,70,40,30,191.64547729492188,117.41082763671875,64.17730712890625,-82.65589904785156,1.6322641372680664,1.2266666666666666,26
964,70,40,30,191.8236083984375,117.92822265625,64.08819580078125,-82.63587951660156,1.6266132593154907,1.2105263157894737,26
965,70,40,30,192.4461669921875,118.0556640625,63.77691650390625,-82.60430908203125,1.6301307678222656,1.2105263157894737,26
966,70,40,35,195.92556762695312,127.40744018554688,129.0372314453125,-76.15252685546875,1.5377874374389648,1.1948051948051948,35
967,70,40,35,196.85421752929688,129.38455200195312,129.57293701171875,-75.78764343261719,1.5214661359786987,1.1923076923076923,36
968,70,40,35,195.66195678710938,127.60246276855469,129.16900634765625,-76.6786880493164,1.5333713293075562,1.1948051948051948,36
969,70,40,35,195.1888427734375,127.94529724121094,129.40557861328125,-76.5649185180664,1.5255647897720337,1.1948051948051948,36
970,70,40,35,196.38821411132812,127.67346954345703,129.8060302734375,-76.6431884765625,1.538206934928894,1.2105263157894737,36
971,70,-5,0,238.02235412597656,89.88461303710938,40.011199951171875,-77.13461303710938,2.648087978363037,0.9777777777777777,2
972,70,-5,0,239.92970275878906,90.59567260742188,38.03521728515625,-76.95243835449219,2.6483571529388428,0.967032967032967,1
973,70,-5,0,240.70590209960938,90.538818359375,38.66943359375,-76.96684265136719,2.6585934162139893,0.967032967032967,2
974,70,-5,0,241.1629180908203,90.72665405273438,38.575592041015625,-76.82408142089844,2.6581263542175293,1.0,1
975,70,-5,0,240.31100463867188,90.16012573242188,37.919677734375,-77.18757629394531,2.6653800010681152,0.9888888888888889,1
976,70,-5,5,248.4395751953125,99.82241821289062,101.111328125,-71.91120910644531,2.4888155460357666,1.010989010989011,8
977,70,-5,5,245.96142578125,98.53352355957031,100.1951904296875,-71.99434661865234,2.496220827102661,0.989010989010989,9
978,70,-5,5,248.5289306640625,99.32034301757812,101.47894287109375,-71.60093688964844,2.5022964477539062,1.0,9
979,70,-5,5,248.3453369140625,99.3494873046875,101.158447265625,-71.67474365234375,2.4997143745422363,1.010989010989011,8
